Size,¬sall,¬snone,¬sany,sall,snone,sany
2,0.002297462022397667,0.002339227998163551,0.0022973229933995754,0.0020909390004817396,0.002153656998416409,0.002072291012154892
2,0.002122577017871663,0.0019460860057733953,0.0020482649852056056,0.0020030080049764365,0.002007406990742311,0.0019796800042968243
2,0.0019235969812143594,0.001854522997746244,0.0017469649901613593,0.0017765090160537511,0.0018051439838018268,0.001759537000907585
2,0.0019509049889165908,0.0018029790080618113,0.0019843599875457585,0.001594708999618888,0.001619713002583012,0.0016318650159519166
2,0.0016470210102852434,0.0016450659895781428,0.0015704050019849092,0.0015622329956386238,0.0015771790058352053,0.0015157180023379624
2,0.0014888980076648295,0.0014553040091414005,0.00149259899626486,0.001458517013816163,0.0014988159819040447,0.0013950300053693354
2,0.001521583995781839,0.0013455119915306568,0.0014230369997676462,0.00151445998926647,0.0014689230010844767,0.0014006179990246892
2,0.0013881160120945424,0.001440357998944819,0.0013798739819321781,0.0013225339935161173,0.0013216960069257766,0.001403481001034379
2,0.001322813011938706,0.0012980199826415628,0.0012980889878235757,0.0012783239944837987,0.0017122539866250008,0.0013190419995225966
2,0.0012513649999164045,0.001223008002853021,0.0012986469955649227,0.001324070995906368,0.0012796509836334735,0.0013473279832396656
2,0.0014202439924702048,0.0012599549954757094,0.001248640997800976,0.0014101160049904138,0.0012759490055032074,0.0013609470042865723
2,0.001281745993765071,0.001231110014487058,0.0014414059987757355,0.001249688008101657,0.0013067499967291951,0.0012721780221909285
2,0.0013408320082817227,0.0014365160022862256,0.0013635309878736734,0.0013178549997974187,0.0014268080121837556,0.001267358020413667
2,0.001283421996049583,0.001296272996114567,0.0013399939925875515,0.0012744820269290358,0.0012619099870789796,0.0012586280063260347
2,0.0013406919897533953,0.0013302860024850816,0.0017118350078817457,0.0014614500105381012,0.0017256629944313318,0.0015440029965247959
2,0.001354381995042786,0.0012793710047844797,0.0015612540009897202,0.0012800699914805591,0.0013104510144330561,0.0013016510056331754
2,0.0012553450069390237,0.0013574550102930516,0.0012674989993683994,0.0012334150087554008,0.0013211370096541941,0.0012210529821459204
2,0.0012871240032836795,0.0012549259990919381,0.001409767020959407,0.0013126170088071376,0.0013824589841533452,0.0013483749935403466
2,0.0014118629915174097,0.0013173650077078491,0.0013119179930072278,0.001310520980041474,0.0012721770035568625,0.0012547869991976768
2,0.0013584319967776537,0.0014377739862538874,0.0013107999984640628,0.001311080006416887,0.001330844999756664,0.0012802100100088865
3,0.001379455003188923,0.0013689100160263479,0.001493087998824194,0.001301510987104848,0.001314363005803898,0.0012795109942089766
3,0.0013749159988947213,0.0013473279832396656,0.0013974749890621752,0.0012542979966383427,0.0013126860139891505,0.0012893589737359434
