Size,¬sall,¬snone,¬sany,sall,snone,sany
2,0.004176150017883629,0.0032093229820020497,0.003271204011980444,0.002901178988395259,0.002812199993059039,0.0022693860228173435
2,0.0021366160071920604,0.002193677006289363,0.0021280950168147683,0.002019770006882027,0.0020591609936673194,0.0019838000007439405
2,0.0019370759837329388,0.0018457230180501938,0.002041351021034643,0.001862625009380281,0.0019249239994678646,0.0019996549817733467
2,0.0018144329951610416,0.0019401489989832044,0.0019219910027459264,0.0017346029926557094,0.0017519250104669482,0.0016871110128704458
2,0.0017358609766233712,0.0017732960113789886,0.0016380109882447869,0.0015564349887426943,0.0015215140010695904,0.0015341560065280646
2,0.001569426996866241,0.001513552007963881,0.001516206975793466,0.0014968609903007746,0.0014460149977821857,0.0014659900043625385
2,0.0014536269882228225,0.0014546059828717262,0.0014597039844375104,0.0014328839897643775,0.0013870690017938614,0.001461170002585277
2,0.001477234996855259,0.0014421039959415793,0.0013541730004362762,0.0014046680007595569,0.0013680009869858623,0.0013489349803421646
2,0.0013395759742707014,0.0014187069900799543,0.0013900019985157996,0.0013705849996767938,0.0012996259902138263,0.001392933976603672
2,0.0016136359772644937,0.0012675680045504123,0.0013872779964003712,0.0012698030041065067,0.001332521002041176,0.001289846986765042
2,0.0016898349858820438,0.0013405540084932,0.001310102001298219,0.0012994860007893294,0.0012559739989228547,0.001258348987903446
2,0.0012716880009975284,0.0012628890108317137,0.0013499119959305972,0.0013455120206344873,0.001218819001223892,0.001242912985617295
2,0.0012905460025649518,0.0013856019941158593,0.0012723870167974383,0.001257719995919615,0.0014613100211136043,0.0012889400240965188
2,0.0013214860227890313,0.0012393520155455917,0.0012718279904220253,0.0013355239934753627,0.001232017995789647,0.0013640199904330075
2,0.0012896390107925981,0.0014366559917107224,0.0012791619810741395,0.0012672190205194056,0.0013691890053451061,0.0012365579896140844
2,0.001365138014080003,0.0013605979911517352,0.0012880320136900991,0.0012485710030887276,0.0012410279887262732,0.0012799300020560622
2,0.0012757400108966976,0.0012659619969781488,0.00131268598488532,0.0012429830094333738,0.0012383740104269236,0.0012888000055681914
2,0.0013172260078135878,0.0012548569939099252,0.0012255230103619397,0.0013402740005403757,0.0012257320049684495,0.0013182029942981899
2,0.001329308986896649,0.001326096011325717,0.0012858670088462532,0.0012725270062219352,0.001282932993490249,0.001273085013963282
2,0.0013513790036085993,0.00126414600526914,0.001360668014967814,0.0014283450145740062,0.0016194340132642537,0.0023263070033863187
3,0.0013572460156865418,0.0013251880009192973,0.0013645089929923415,0.001342019997537136,0.001354451000224799,0.0013112890010233968
3,0.001417379011400044,0.0013691889762412757,0.00133454697788693,0.001340413000434637,0.0013153400213923305,0.001375684019876644
3,0.0013947509869467467,0.0014110939810052514,0.0013024890213273466,0.001314363005803898,0.001264774997252971,0.0013975449837744236
3,0.0013243499852251261,0.0013493530277628452,0.001366604003123939,0.0012327859876677394,0.0013247680035419762,0.0014032010221853852
3,0.0013392959954217076,0.0012482920137699693,0.0013770810037385672,0.0013031879789195955,0.0013494230224750936,0.0012642850051634014
3,0.001467038004193455,0.0017170030041597784,0.0018216969911009073,0.001320298993960023,0.00148093601455912,0.0013685600133612752
3,0.0014175890246406198,0.0012615619925782084,0.0016044179792515934,0.0014902249968145043,0.0014492269838228822,0.0014102560235187411
3,0.0013326610205695033,0.0013621349935419858,0.0014836600166745484,0.0013724009913858026,0.0013182740076445043,0.0013152009923942387
3,0.0013152709871064872,0.0012508759973570704,0.0013819699815940112,0.0013152710162103176,0.001283282006625086,0.0014614499814342707
3,0.0013322420127224177,0.0013429280079435557,0.0013850420073140413,0.001366745011182502,0.0013054229784756899,0.0012832130014430732
3,0.0014224080077838153,0.0012811869964934886,0.0013257470272947103,0.0014707389927934855,0.0015322710096370429,0.0018064009782392532
3,0.0013814110134262592,0.0013273530057631433,0.0013755440013483167,0.001339994982117787,0.001296692993491888,0.0014538379909936339
3,0.0015814389917068183,0.0013793850084766746,0.0015453310043085366,0.0013220450200606138,0.0012691039883065969,0.0013504699745681137
3,0.0013579439837485552,0.001266938983462751,0.001368211000226438,0.0013920969795435667,0.0014586559846065938,0.0013256770034786314
3,0.0013065400125924498,0.0013135240005794913,0.0012957139988429844,0.0013167370052542537,0.0012681260122917593,0.0012690350122284144
3,0.001309543993556872,0.0012713400064967573,0.00139216601382941,0.0013460009940899909,0.0012661010259762406,0.0012525510101113468
3,0.00197744500474073,0.001453698001569137,0.0014008969883434474,0.0013682809949386865,0.0012356499792076647,0.00132770198979415
3,0.0013346160121727735,0.0013030479894950986,0.0012649139971472323,0.0012821650016121566,0.001271059998543933,0.001370515994494781
