K,¬sall,¬snone,¬sany,sall,snone,sany
0,0.002957680990220979,0.003937475004931912,0.00389389501651749,0.003237253986299038,0.0037358459958340973,0.0034837209968827665
0,0.002906837995396927,0.0038142070116009563,0.003816023003309965,0.003112378006335348,0.00465851099579595,0.0035221340076532215
0,0.0028858149889856577,0.0038223779993131757,0.004064865002874285,0.003329373023007065,0.003938103996915743,0.0034548770054243505
0,0.003103088994976133,0.003984898008638993,0.0035185710003133863,0.002993928996147588,0.0034550860000308603,0.0034293149947188795
0,0.0028980379865970463,0.0038725939812138677,0.0037603599776048213,0.0030331090092658997,0.003872733999742195,0.003535124007612467
0,0.0032961300166789442,0.00393314499524422,0.004096223012311384,0.0029770279943477362,0.003994675003923476,0.0039010189939290285
0,0.002981916011776775,0.003959266003221273,0.0035168949980288744,0.003055109002161771,0.0037099350010976195,0.003494545991998166
0,0.003073966014198959,0.003876364993629977,0.0036819989909417927,0.003135635022772476,0.003918478993000463,0.0035926030250266194
0,0.0029478340002242476,0.004584968002745882,0.0038280349981505424,0.0032908210123423487,0.003982034017099068,0.003526952990796417
0,0.0029139610123820603,0.004553051985567436,0.004051247000461444,0.00296801800141111,0.0039469040057156235,0.004035182995721698
0,0.003680672001792118,0.003952141996705905,0.0036743170057889074,0.0030153700208757073,0.0038719649892300367,0.0033533989917486906
0,0.00290425299317576,0.004689799010520801,0.003535402996931225,0.003323157987324521,0.004020377004053444,0.003451594995567575
0,0.0034156969923060387,0.0038623269938398153,0.003830341011052951,0.003089750010985881,0.0037513510033022612,0.0034898669982794672
0,0.0030340870143845677,0.0038068739813752472,0.0041011129796970636,0.0031071399862412363,0.003885095997247845,0.004177797993179411
0,0.0030141129973344505,0.0038279659929685295,0.0036427480226848274,0.002958240977022797,0.003915545996278524,0.0034927999950014055
0,0.003360451984917745,0.004034554003737867,0.0034955939918290824,0.0030847919988445938,0.003587225015508011,0.004002358007710427
0,0.003546926978742704,0.004449478001333773,0.0044309700024314225,0.003138778993161395,0.003666842996608466,0.0038933360192459077
0,0.002882951986975968,0.0038367649831343442,0.0035634100204333663,0.00305671599926427,0.0035443429951556027,0.0038988539890851825
0,0.002995465009007603,0.003915685025276616,0.003777820005780086,0.003026194986887276,0.003762314998311922,0.003698760992847383
0,0.0030675409943796694,0.004264469025656581,0.003719433007063344,0.0031389179930556566,0.004049848997965455,0.0034891690011136234
1,0.0034732450149022043,0.005188670998904854,0.005046614998718724,0.003700436995131895,0.004426569998031482,0.00497859000461176
1,0.0036789260047953576,0.00431147200288251,0.004723532008938491,0.0038802069902885705,0.004603545996360481,0.003996839979663491
1,0.0034388139902148396,0.0046599079796578735,0.004632319993106648,0.0036226340162102133,0.004873480007518083,0.004417072021169588
1,0.003594559006160125,0.004743995988974348,0.004732472007162869,0.003828593995422125,0.004474479996133596,0.00393538098433055
1,0.0036113900132477283,0.004587064002407715,0.0044319469889160246,0.0038373249990399927,0.0042067810136359185,0.004175143985776231
1,0.003707071009557694,0.004739526018965989,0.0044416559976525605,0.003505091997794807,0.004333471995778382,0.004012346005765721
1,0.0034569029812701046,0.0050899859925266355,0.0047510490112472326,0.0037667160213459283,0.004318806022638455,0.004032528988318518
1,0.0036985519982408732,0.00607215499621816,0.0045153379905968904,0.00358834199141711,0.004071918985573575,0.003863584017381072
1,0.00351179699646309,0.005121135007357225,0.004708237014710903,0.0035314220003783703,0.003966529999161139,0.004179334006039426
1,0.004588251002132893,0.0048285019875038415,0.0047639699769206345,0.0035180129925720394,0.004330538999056444,0.0037790770002175122
1,0.0037544929946307093,0.0043872499954886734,0.004686586995376274,0.003519060992402956,0.0039902059943415225,0.003943482006434351
1,0.003493708005407825,0.004548162018181756,0.004562968999380246,0.003597282018745318,0.004446195991476998,0.00410879502305761
1,0.0035510470042936504,0.004684001993155107,0.005028178013162687,0.003569066000636667,0.004853227001149207,0.004097341006854549
1,0.003750372998183593,0.0046470569795928895,0.0045206460054032505,0.003691427002195269,0.004349885013652965,0.004325371002778411
1,0.004013463010778651,0.004493407002883032,0.00530355898081325,0.0035365909861866385,0.004001380002591759,0.004857068008277565
1,0.0034886799985542893,0.004691195994382724,0.005313686007866636,0.0038325059867929667,0.004623730987077579,0.0047692779917269945
1,0.0033870619954541326,0.0042841649847105145,0.004425522027304396,0.0035498600045684725,0.004434252012288198,0.004236184002365917
1,0.0035365200019441545,0.004541667003650218,0.004541178001090884,0.0036581129825208336,0.004960990016115829,0.005173096986254677
1,0.003397257998585701,0.004336125974077731,0.004329561983468011,0.003562291996786371,0.0041945590055547655,0.0040477539878338575
1,0.003388179000467062,0.004469172999961302,0.004491172992857173,0.0035527940199244767,0.0040034750127233565,0.004472874978091568
2,0.00467464400571771,0.004893664998235181,0.0056545780098531395,0.004150001012021676,0.004671850998420268,0.004541039001196623
2,0.005699834990082309,0.005595283990260214,0.0064214279991574585,0.004866496019531041,0.004867054987698793,0.005216677993303165
2,0.004533496015937999,0.005947000987362117,0.007475324004190043,0.00413170299725607,0.004363644024124369,0.004452830005902797
2,0.004470010986551642,0.004731424996862188,0.005660864000674337,0.004535940999630839,0.005036278977058828,0.006647293019341305
2,0.0047537729842588305,0.005678953020833433,0.005492618016432971,0.003988250013208017,0.005249712005024776,0.004535382002359256
2,0.004514569009188563,0.005173376004677266,0.005941554001765326,0.004555984982289374,0.005400289024692029,0.005121623980812728
2,0.00474741798825562,0.005088309990242124,0.006158966978546232,0.004385155014460906,0.004782198986504227,0.0048424720007460564
2,0.004674155003158376,0.004929980990709737,0.00567483197664842,0.0049459050060249865,0.005015675007598475,0.005380663002142683
2,0.004554237995762378,0.004815861990209669,0.005404547991929576,0.003950256010284647,0.004805106000276282,0.004275714018149301
2,0.004717317002359778,0.005174702993826941,0.005622731026960537,0.004841074987780303,0.0045707910030614585,0.0049470219819340855
2,0.0059954009775538,0.005787764006527141,0.006661121005890891,0.004585666989441961,0.005115756997838616,0.004902393993688747
2,0.005720018991269171,0.00565080699743703,0.007781783991958946,0.006254648993490264,0.006034720019670203,0.0058669630088843405
2,0.0048402360116597265,0.007424619019730017,0.00613766600145027,0.0047409920080099255,0.00589894998120144,0.005134474980877712
2,0.005007783998735249,0.005319343006704003,0.0059785690100397915,0.005002894991775975,0.005513011012226343,0.004797772999154404
2,0.004882979003014043,0.005362992989830673,0.006431833986425772,0.005083980009658262,0.004510379018029198,0.004843937989789993
2,0.0045659020252060145,0.004863352980464697,0.005605131009360775,0.004732333007268608,0.005025943013606593,0.005419146007625386
2,0.0045894380018580705,0.004777797992574051,0.006207436992553994,0.004327116999775171,0.004822985996725038,0.005006317020161077
2,0.004929282993543893,0.005459514009999111,0.008864244999131188,0.004407294996781275,0.0048946420138236135,0.008401900005992502
2,0.004563107999274507,0.005082234012661502,0.0057821079972200096,0.004417421005200595,0.004962945997249335,0.005211298994254321
2,0.004519038979196921,0.004997726995497942,0.006724187987856567,0.004760966985486448,0.005089707003207877,0.004696154996054247
3,0.006410114001482725,0.0067944470210932195,0.007605296996189281,0.007231301016872749,0.005918436014326289,0.006194376008352265
3,0.005994492996251211,0.006072853982914239,0.008774150017416105,0.005583758989814669,0.007014725008048117,0.006083050015149638
3,0.0071291240165010095,0.00600287300767377,0.007695251988479868,0.004831505997572094,0.006991258007474244,0.005846640007803217
3,0.00660315397544764,0.0056401909969281405,0.006703026010654867,0.005258721008431166,0.006841100985184312,0.0049651809968054295
3,0.00627113098744303,0.005452668992802501,0.006562647002283484,0.00492502300767228,0.005631531006656587,0.00514432301861234
3,0.006792561995098367,0.005399729998316616,0.007771239004796371,0.005635162990074605,0.006147514010081068,0.005703745991922915
3,0.005580686993198469,0.005292105983244255,0.006619147025048733,0.004554938001092523,0.004809087025932968,0.006087590008974075
3,0.0059955400065518916,0.006287754018558189,0.007856515003368258,0.005434510007034987,0.0061065869813319296,0.00497181701939553
3,0.005885960010346025,0.005643195006996393,0.006795564986532554,0.005159268010174856,0.004843867995077744,0.0052522259938996285
3,0.006886916991788894,0.006073902011848986,0.0069957280065864325,0.004669196991017088,0.0050430540286470205,0.005588858010014519
3,0.006860516994493082,0.005883096979232505,0.006706657994072884,0.004943670995999128,0.004907911992631853,0.009126146993367001
3,0.0055456970003433526,0.005300835007801652,0.006612791999941692,0.004358125996077433,0.004811321996385232,0.004860769986407831
3,0.005671758990501985,0.005748233990743756,0.006589883996639401,0.004441934986971319,0.005361596995498985,0.0067645550007000566
