K,¬sall,¬snone,¬sany,sall,snone,sany
0,0.002182038006139919,0.0016134629840962589,0.0014582769945263863,0.0013998899958096445,0.0017221370071638376,0.0016814889968372881
0,0.0014498270174954087,0.0017998680123127997,0.0015295140037778765,0.0014183279999997467,0.0014146970061119646,0.0016723390144761652
0,0.00161388298147358,0.0014598139969166368,0.001546067011076957,0.0014695909922011197,0.0014532489876728505,0.0015260929940268397
0,0.0015318200166802853,0.0015195969899650663,0.0016328089986927807,0.0014163029845803976,0.0015492800157517195,0.0014378140040207654
0,0.001889264996862039,0.0015548670198768377,0.0018815130169969052,0.0014760170015506446,0.0018791379989124835,0.0014705689973197877
0,0.0015154069988057017,0.0015328669978771359,0.001815583003917709,0.0016047330282162875,0.001682746020378545,0.0016475460142828524
0,0.0014848170103505254,0.0016147909918799996,0.0014496869989670813,0.001653970975894481,0.0015000420098658651,0.0014785309904254973
0,0.0014443789841607213,0.00148635299410671,0.001504512008978054,0.0014299920003395528,0.0014803470112383366,0.0015923719911370426
0,0.001426011003786698,0.001452131022233516,0.0014186070184223354,0.0014454270130954683,0.0017196919943671674,0.0014672869874630123
0,0.0014644929906353354,0.001700973982224241,0.001446334004867822,0.0013887160166632384,0.0015019279962871224,0.00143760401988402
0,0.0015095409762579948,0.0016817679861560464,0.0015672289882786572,0.0014241950120776892,0.0018211700080428272,0.0013780999870505184
0,0.001544530998216942,0.0014642829773947597,0.0014484299754258245,0.0014674959820695221,0.0014258010196499527,0.0014215399860404432
0,0.0018225669919047505,0.0016558569914195687,0.0018952010141219944,0.0014640039880760014,0.0013771920057479292,0.0014776930038351566
0,0.0014633760147262365,0.0014831399894319475,0.0014123219880275428,0.001531749003333971,0.0014401880034711212,0.001536428986582905
0,0.0015466950135305524,0.0014883789990562946,0.0014297119923867285,0.0015000419807620347,0.0014904039853718132,0.00142216999665834
0,0.0013969569990877062,0.0015260229993145913,0.001759990002028644,0.0014937569794710726,0.0022388189972843975,0.0017047460132744163
0,0.0014255919959396124,0.0019338239799253643,0.001578683004481718,0.0014756679884158075,0.00152588399942033,0.0014348109834827483
0,0.0016775770054664463,0.001623519987333566,0.0014351600257214159,0.0018606309895403683,0.0015361489786300808,0.0013653189816977829
0,0.001448430004529655,0.0015508859942201525,0.0014475909993052483,0.0015653439913876355,0.001493126997957006,0.0014112739881966263
0,0.00151303198072128,0.0015617120079696178,0.0016117180057335645,0.0015157559828367084,0.0014480800018645823,0.0014234269910957664
1,0.0014528989850077778,0.001602567994268611,0.001478391990531236,0.0015111469838302583,0.0014283159980550408,0.0014725950022693723
1,0.0015264420071616769,0.0016011019761208445,0.0015963529876898974,0.0014733629941474646,0.001995982020162046,0.001775075012119487
1,0.001551444991491735,0.0016113689925987273,0.001564156002132222,0.0014895659987814724,0.0017893229960463941,0.0014951530029065907
1,0.0015558449958916754,0.0016650060133542866,0.0016152089810930192,0.0015954440168570727,0.0015073749818839133,0.0017092160123866051
1,0.0014914509956724942,0.001768090995028615,0.0016771589871495962,0.0014982259890530258,0.0014731529809068888,0.0015810580225661397
1,0.001570162014104426,0.0016900089976843446,0.001561012992169708,0.0014774140145163983,0.0015348930028267205,0.0016712909855414182
1,0.0016214249772019684,0.001611717976629734,0.0018214489973615855,0.0014694520214106888,0.001640002999920398,0.0016062000067904592
1,0.0014753179857507348,0.002573076984845102,0.002217656990978867,0.0014712679840158671,0.0014690329844597727,0.0014727349916938692
1,0.0015125430072657764,0.0015957239957060665,0.0014698010054416955,0.0014554139925166965,0.0014496170042548329,0.0015614320000167936
1,0.0016422379994764924,0.00179854198358953,0.001616607012692839,0.0015168729878496379,0.001594117988133803,0.0014569500053767115
1,0.001436626975191757,0.0016190509777516127,0.001932986022438854,0.0015118450100999326,0.0014478710072580725,0.0015100289892870933
1,0.0019964019884355366,0.0017923960112966597,0.0019487000245135278,0.0015591270057484508,0.0018456839898135513,0.001600542978849262
1,0.0016638890083413571,0.001698110019788146,0.0016037559835240245,0.0014445880078710616,0.0015090510132722557,0.0015530509990639985
1,0.00150381401181221,0.0016800910234451294,0.0015616409946233034,0.001454715005820617,0.001508282992290333,0.00148949702270329
1,0.0020065970020368695,0.0025284489965997636,0.0015223910158965737,0.0014778329932596534,0.0016518769843969494,0.0016572539752814919
1,0.0016850499960128218,0.0022419620072469115,0.0016889620164874941,0.0014621879963669926,0.001469871000153944,0.0015322389954235405
1,0.0016316920227836818,0.001650060003157705,0.0015715589979663491,0.0015523530018981546,0.0016461499908473343,0.0015415280067827553
1,0.0015746320132166147,0.0016249170002993196,0.0017526570009067655,0.0014619090070482343,0.0015365690051112324,0.0015758899971842766
1,0.0015092619869392365,0.0016902880161069334,0.001558429008582607,0.0033496380201540887,0.002092990995151922,0.0018450549978297204
1,0.0015986569924280047,0.001661443995544687,0.0014772040012758225,0.001480346982134506,0.0014528300089295954,0.0015439720009453595
2,0.0016562059754505754,0.001817677984945476,0.0018868210026994348,0.0015309109876397997,0.002273040998261422,0.0018720840162131935
2,0.0016548090206924826,0.0017701169999781996,0.001952749997144565,0.001516663993243128,0.0015352420159615576,0.0014642129826825112
2,0.0017025810084305704,0.0017280719766858965,0.001918110006954521,0.0018061549926642329,0.0016274320078082383,0.0017060020181816071
2,0.001577146991621703,0.0018546240171417594,0.001721576991258189,0.00149850599700585,0.0016772979870438576,0.0018213799921795726
2,0.0016941299836616963,0.001797494012862444,0.0017066319996956736,0.001502975996118039,0.0016612340114079416,0.001767601992469281
2,0.00175419298466295,0.0017018129874486476,0.0019098679767921567,0.00161388298147358,0.0014930580218788236,0.0015422959986608475
2,0.0015221820212900639,0.0018873100052587688,0.0017554500082042068,0.0015396419912576675,0.0017133360088337213,0.001645311014726758
2,0.001845894003054127,0.0018916400149464607,0.0017806630057748407,0.0016302260046359152,0.0016437740123365074,0.0015355210052803159
2,0.001962737995199859,0.0017893929907586426,0.001779754995368421,0.0016092029982246459,0.0016449610120616853,0.0018476400000508875
2,0.0017069109890144318,0.0019130810105707496,0.001731773983919993,0.0015747020079288632,0.0016256859817076474,0.0021066800109110773
2,0.0015768670127727091,0.0019097280164714903,0.001882280979771167,0.0021584309870377183,0.0016224730061367154,0.0015479529974982142
2,0.0016913360159378499,0.0018264079990331084,0.00205932799144648,0.0017722809861879796,0.0016033370047807693,0.0018629349942784756
2,0.0016461499908473343,0.001685957977315411,0.0019013479759451002,0.0015228099946398288,0.001619330985704437,0.0016837930015753955
2,0.0015318200166802853,0.001704466005321592,0.0018838880059774965,0.0015707910060882568,0.0017203900206368417,0.001886471000034362
2,0.0015637369942851365,0.0017391770088579506,0.0017149430059362203,0.0015564729983452708,0.0016474759904667735,0.0015774249914102256
2,0.0016190499882213771,0.0017201799782924354,0.002037956001004204,0.0016990189906209707,0.0015944670012686402,0.0021404130093287677
2,0.0015635970048606396,0.0017173870000988245,0.0017876469937618822,0.0014896359934937209,0.0016274320078082383,0.0017518879903946072
2,0.001608015998499468,0.0018176090088672936,0.0017010440060403198,0.0015135909779928625,0.0019196459907107055,0.0016450319963041693
2,0.0015363600105047226,0.001984876987989992,0.0017959580000024289,0.0014834900212008506,0.0016390250239055604,0.0019087510008830577
2,0.0015756099892314523,0.0016657739761285484,0.0018525289779063314,0.001524766004877165,0.0015689749852754176,0.0014385129907168448
